,Date,counts,speed
0,2020-01-01,391.0,0.6952
1,2020-01-02,382.0,0.6995
2,2020-01-03,399.0,0.7056
3,2020-01-04,389.0,0.6992
4,2020-01-05,391.0,0.6955
5,2020-01-06,397.0,0.7015
6,2020-01-07,391.0,0.7017
7,2020-01-08,396.0,0.6994
8,2020-01-09,397.0,0.7012
9,2020-01-10,396.0,0.7051
10,2020-01-11,395.0,0.7013
11,2020-01-12,397.0,0.6991
12,2020-01-13,395.0,0.7046
13,2020-01-14,396.0,0.7069
14,2020-01-15,396.0,0.7021
15,2020-01-16,399.0,0.7004
16,2020-01-17,398.0,0.7024
17,2020-01-18,,
18,2020-01-19,,
19,2020-01-20,,
20,2020-01-21,403.0,0.7005
21,2020-01-22,402.0,0.7021
22,2020-01-23,401.0,0.6998
23,2020-01-24,,
24,2020-01-25,400.0,0.7035
25,2020-01-26,403.0,0.7045
26,2020-01-27,400.0,0.7058
27,2020-01-28,400.0,0.7066
28,2020-01-29,399.0,0.7044
29,2020-01-30,397.0,0.7037
30,2020-01-31,402.0,0.7065
31,2020-02-01,400.0,0.7039
32,2020-02-02,402.0,0.703
33,2020-02-03,401.0,0.7052
34,2020-02-04,398.0,0.707
35,2020-02-05,400.0,0.7027
36,2020-02-06,402.0,0.7052
37,2020-02-07,402.0,0.7092
38,2020-02-08,402.0,0.7038
39,2020-02-09,,
40,2020-02-10,,
41,2020-02-11,,
42,2020-02-12,403.0,0.7039
43,2020-02-13,404.0,0.7048
44,2020-02-14,401.0,0.7045
45,2020-02-15,404.0,0.704
46,2020-02-16,402.0,0.7024
47,2020-02-17,405.0,0.7054
48,2020-02-18,404.0,0.7043
49,2020-02-19,405.0,0.7036
50,2020-02-20,406.0,0.7026
51,2020-02-21,,
52,2020-02-22,,
53,2020-02-23,406.0,0.7048
54,2020-02-24,406.0,0.7028
55,2020-02-25,410.0,0.7066
56,2020-02-26,,
57,2020-02-27,,
58,2020-02-28,,
59,2020-02-29,404.0,0.7051
60,2020-03-01,413.0,0.7023
61,2020-03-02,405.0,0.7075
62,2020-03-03,407.0,0.7084
63,2020-03-04,409.0,0.7034
64,2020-03-05,407.0,0.7028
65,2020-03-06,410.0,0.7075
66,2020-03-07,409.0,0.707
67,2020-03-08,411.0,0.7069
68,2020-03-09,409.0,0.7083
69,2020-03-10,409.0,0.7078
70,2020-03-11,409.0,0.709
71,2020-03-12,411.0,0.7109
72,2020-03-13,409.0,0.7083
73,2020-03-14,407.0,0.708
74,2020-03-15,412.0,0.7099
75,2020-03-16,411.0,0.7083
76,2020-03-17,408.0,0.7096
77,2020-03-18,412.0,0.7082
78,2020-03-19,411.0,0.7089
79,2020-03-20,408.0,0.7116
80,2020-03-21,412.0,0.713
81,2020-03-22,414.0,0.7095
82,2020-03-23,409.0,0.7129
83,2020-03-24,411.0,0.713
84,2020-03-25,410.0,0.7116
85,2020-03-26,412.0,0.7141
86,2020-03-27,408.0,0.7151
87,2020-03-28,409.0,0.714
88,2020-03-29,408.0,0.7117
89,2020-03-30,412.0,0.7154
90,2020-03-31,406.0,0.7135
91,2020-04-01,408.0,0.7147
92,2020-04-02,413.0,0.7136
93,2020-04-03,408.0,0.7112
94,2020-04-04,412.0,0.7129
95,2020-04-05,409.0,0.7119
96,2020-04-06,410.0,0.7101
97,2020-04-07,414.0,0.7095
98,2020-04-08,410.0,0.709
99,2020-04-09,413.0,0.7106
100,2020-04-10,416.0,0.7123
101,2020-04-11,415.0,0.7085
102,2020-04-12,417.0,0.7118
103,2020-04-13,413.0,0.7111
104,2020-04-14,416.0,0.7121
105,2020-04-15,416.0,0.7112
106,2020-04-16,,
107,2020-04-17,,
108,2020-04-18,415.0,0.7152
109,2020-04-19,418.0,0.7133
110,2020-04-20,412.0,0.7108
111,2020-04-21,416.0,0.7151
112,2020-04-22,416.0,0.7141
113,2020-04-23,414.0,0.7125
114,2020-04-24,415.0,0.7138
115,2020-04-25,419.0,0.7174
116,2020-04-26,412.0,0.713
117,2020-04-27,419.0,0.7132
118,2020-04-28,414.0,0.7192
119,2020-04-29,416.0,0.7167
120,2020-04-30,421.0,0.7125
121,2020-05-01,418.0,0.7149
122,2020-05-02,415.0,0.7199
123,2020-05-03,417.0,0.7142
124,2020-05-04,414.0,0.715
125,2020-05-05,418.0,0.7207
126,2020-05-06,419.0,0.7199
127,2020-05-07,414.0,0.7182
128,2020-05-08,417.0,0.7214
129,2020-05-09,420.0,0.7223
130,2020-05-10,414.0,0.7227
131,2020-05-11,421.0,0.7209
132,2020-05-12,422.0,0.7203
133,2020-05-13,416.0,0.7228
134,2020-05-14,418.0,0.7252
135,2020-05-15,423.0,0.7225
136,2020-05-16,416.0,0.7229
137,2020-05-17,419.0,0.7256
138,2020-05-18,418.0,0.7242
139,2020-05-19,420.0,0.7219
