,Date,counts,speed
0,2020-01-01,396.0,0.3503
1,2020-01-02,393.0,0.356
2,2020-01-03,395.0,0.3435
3,2020-01-04,393.0,0.3445
4,2020-01-05,392.0,0.3548
5,2020-01-06,395.0,0.351
6,2020-01-07,394.0,0.3453
7,2020-01-08,392.0,0.3492
8,2020-01-09,396.0,0.3496
9,2020-01-10,391.0,0.3447
10,2020-01-11,393.0,0.3484
11,2020-01-12,393.0,0.3483
12,2020-01-13,392.0,0.3478
13,2020-01-14,392.0,0.3491
14,2020-01-15,391.0,0.3469
15,2020-01-16,,
16,2020-01-17,,
17,2020-01-18,,
18,2020-01-19,392.0,0.3465
19,2020-01-20,392.0,0.3528
20,2020-01-21,390.0,0.3504
21,2020-01-22,392.0,0.3449
22,2020-01-23,393.0,0.3488
23,2020-01-24,390.0,0.3491
24,2020-01-25,394.0,0.3452
25,2020-01-26,391.0,0.3456
26,2020-01-27,393.0,0.3512
27,2020-01-28,391.0,0.3487
28,2020-01-29,390.0,0.3488
29,2020-01-30,391.0,0.3495
30,2020-01-31,389.0,0.3481
31,2020-02-01,392.0,0.3512
32,2020-02-02,388.0,0.3519
33,2020-02-03,387.0,0.3514
34,2020-02-04,392.0,0.3511
35,2020-02-05,387.0,0.3546
36,2020-02-06,390.0,0.3524
37,2020-02-07,390.0,0.3538
38,2020-02-08,390.0,0.3578
39,2020-02-09,392.0,0.3562
40,2020-02-10,393.0,0.352
41,2020-02-11,394.0,0.3538
42,2020-02-12,392.0,0.357
43,2020-02-13,392.0,0.3525
44,2020-02-14,392.0,0.3551
45,2020-02-15,392.0,0.3552
46,2020-02-16,393.0,0.3533
47,2020-02-17,391.0,0.355
48,2020-02-18,391.0,0.3566
49,2020-02-19,395.0,0.3548
50,2020-02-20,392.0,0.3554
51,2020-02-21,,
52,2020-02-22,394.0,0.3604
53,2020-02-23,392.0,0.3562
54,2020-02-24,393.0,0.3602
55,2020-02-25,397.0,0.3605
56,2020-02-26,390.0,0.3586
57,2020-02-27,393.0,0.3591
58,2020-02-28,395.0,0.3602
59,2020-02-29,389.0,0.3584
60,2020-03-01,397.0,0.3613
61,2020-03-02,392.0,0.3614
62,2020-03-03,392.0,0.3583
63,2020-03-04,397.0,0.3615
64,2020-03-05,396.0,0.3634
65,2020-03-06,392.0,0.3624
66,2020-03-07,395.0,0.3645
67,2020-03-08,395.0,0.3674
68,2020-03-09,396.0,0.3638
69,2020-03-10,394.0,0.3662
70,2020-03-11,393.0,0.3668
71,2020-03-12,393.0,0.3679
72,2020-03-13,392.0,0.367
