,Date,counts,speed
0,2020-01-01,392.0,0.7973
1,2020-01-02,389.0,0.7922
2,2020-01-03,389.0,0.7939
3,2020-01-04,,
4,2020-01-05,,
5,2020-01-06,393.0,0.7918
6,2020-01-07,394.0,0.7922
7,2020-01-08,392.0,0.7927
8,2020-01-09,397.0,0.7942
9,2020-01-10,391.0,0.7922
10,2020-01-11,,
11,2020-01-12,393.0,0.7912
12,2020-01-13,393.0,0.7953
13,2020-01-14,392.0,0.7958
14,2020-01-15,390.0,0.7927
15,2020-01-16,394.0,0.7916
16,2020-01-17,392.0,0.7952
17,2020-01-18,392.0,0.7975
18,2020-01-19,393.0,0.7921
19,2020-01-20,392.0,0.7957
20,2020-01-21,394.0,0.798
21,2020-01-22,393.0,0.7966
22,2020-01-23,392.0,0.7946
23,2020-01-24,394.0,0.7964
24,2020-01-25,390.0,0.7951
25,2020-01-26,396.0,0.7954
26,2020-01-27,391.0,0.7962
27,2020-01-28,389.0,0.7947
28,2020-01-29,396.0,0.7937
29,2020-01-30,392.0,0.7951
30,2020-01-31,392.0,0.7972
31,2020-02-01,396.0,0.7954
32,2020-02-02,392.0,0.7967
33,2020-02-03,396.0,0.7954
34,2020-02-04,397.0,0.794
35,2020-02-05,395.0,0.7955
36,2020-02-06,395.0,0.7989
37,2020-02-07,394.0,0.7945
38,2020-02-08,394.0,0.7969
39,2020-02-09,395.0,0.798
40,2020-02-10,396.0,0.7959
41,2020-02-11,396.0,0.799
42,2020-02-12,394.0,0.8002
43,2020-02-13,398.0,0.7986
44,2020-02-14,395.0,0.8004
45,2020-02-15,396.0,0.8038
46,2020-02-16,399.0,0.8032
47,2020-02-17,394.0,0.7991
48,2020-02-18,394.0,0.8012
49,2020-02-19,400.0,0.8022
50,2020-02-20,394.0,0.8033
51,2020-02-21,393.0,0.8002
52,2020-02-22,401.0,0.8037
53,2020-02-23,,
54,2020-02-24,,
55,2020-02-25,402.0,0.8057
56,2020-02-26,397.0,0.8027
57,2020-02-27,395.0,0.801
58,2020-02-28,401.0,0.8018
59,2020-02-29,396.0,0.8017
60,2020-03-01,397.0,0.8022
61,2020-03-02,397.0,0.8011
62,2020-03-03,400.0,0.7992
63,2020-03-04,400.0,0.8037
64,2020-03-05,402.0,0.8042
65,2020-03-06,399.0,0.8018
66,2020-03-07,400.0,0.8044
67,2020-03-08,400.0,0.807
68,2020-03-09,403.0,0.8041
69,2020-03-10,400.0,0.8054
70,2020-03-11,398.0,0.8049
71,2020-03-12,401.0,0.8052
72,2020-03-13,399.0,0.8054
73,2020-03-14,398.0,0.8071
74,2020-03-15,404.0,0.8043
75,2020-03-16,403.0,0.8072
76,2020-03-17,404.0,0.81
77,2020-03-18,407.0,0.8079
78,2020-03-19,405.0,0.8058
79,2020-03-20,404.0,0.8081
80,2020-03-21,405.0,0.8077
81,2020-03-22,405.0,0.8082
82,2020-03-23,404.0,0.8093
83,2020-03-24,402.0,0.8095
84,2020-03-25,404.0,0.8066
85,2020-03-26,406.0,0.8086
86,2020-03-27,401.0,0.8078
87,2020-03-28,408.0,0.8087
88,2020-03-29,406.0,0.8099
89,2020-03-30,403.0,0.8088
90,2020-03-31,406.0,0.8094
91,2020-04-01,408.0,0.8109
92,2020-04-02,,
93,2020-04-03,408.0,0.8086
94,2020-04-04,405.0,0.8111
95,2020-04-05,411.0,0.8123
96,2020-04-06,410.0,0.8111
97,2020-04-07,407.0,0.8137
98,2020-04-08,408.0,0.8115
99,2020-04-09,406.0,0.8086
100,2020-04-10,406.0,0.8133
101,2020-04-11,409.0,0.8114
102,2020-04-12,406.0,0.8119
103,2020-04-13,404.0,0.811
104,2020-04-14,408.0,0.814
105,2020-04-15,406.0,0.8114
106,2020-04-16,408.0,0.8133
107,2020-04-17,406.0,0.8164
108,2020-04-18,408.0,0.8158
109,2020-04-19,405.0,0.8149
110,2020-04-20,410.0,0.8137
111,2020-04-21,411.0,0.8168
112,2020-04-22,,
113,2020-04-23,,
114,2020-04-24,,
115,2020-04-25,409.0,0.8195
116,2020-04-26,407.0,0.8196
117,2020-04-27,408.0,0.8153
118,2020-04-28,409.0,0.818
119,2020-04-29,410.0,0.8219
120,2020-04-30,406.0,0.8174
121,2020-05-01,410.0,0.8195
122,2020-05-02,412.0,0.8228
