,Date,counts,speed
0,2020-01-01,388.0,0.6999
1,2020-01-02,,
2,2020-01-03,,
3,2020-01-04,,
4,2020-01-05,381.0,0.7005
5,2020-01-06,384.0,0.7036
6,2020-01-07,382.0,0.71
7,2020-01-08,384.0,0.7073
8,2020-01-09,382.0,0.7019
9,2020-01-10,383.0,0.7039
10,2020-01-11,386.0,0.7059
11,2020-01-12,382.0,0.7057
12,2020-01-13,384.0,0.7024
13,2020-01-14,382.0,0.7039
14,2020-01-15,384.0,0.7046
15,2020-01-16,387.0,0.7063
16,2020-01-17,386.0,0.7051
17,2020-01-18,383.0,0.7024
18,2020-01-19,390.0,0.7063
19,2020-01-20,383.0,0.7096
20,2020-01-21,387.0,0.7035
21,2020-01-22,,
22,2020-01-23,,
23,2020-01-24,391.0,0.7078
24,2020-01-25,387.0,0.7051
25,2020-01-26,384.0,0.7071
26,2020-01-27,393.0,0.7072
27,2020-01-28,386.0,0.7038
28,2020-01-29,386.0,0.7051
29,2020-01-30,389.0,0.705
30,2020-01-31,,
31,2020-02-01,,
32,2020-02-02,,
33,2020-02-03,387.0,0.7088
34,2020-02-04,392.0,0.7082
35,2020-02-05,385.0,0.7062
36,2020-02-06,392.0,0.7104
37,2020-02-07,392.0,0.7101
38,2020-02-08,,
39,2020-02-09,391.0,0.7054
40,2020-02-10,393.0,0.7117
41,2020-02-11,388.0,0.7101
42,2020-02-12,393.0,0.7073
43,2020-02-13,394.0,0.7095
44,2020-02-14,391.0,0.7096
45,2020-02-15,395.0,0.709
46,2020-02-16,393.0,0.7112
47,2020-02-17,394.0,0.7107
48,2020-02-18,397.0,0.7104
49,2020-02-19,394.0,0.7109
50,2020-02-20,398.0,0.7099
51,2020-02-21,399.0,0.712
52,2020-02-22,398.0,0.7119
53,2020-02-23,400.0,0.7105
54,2020-02-24,402.0,0.7101
55,2020-02-25,402.0,0.7122
56,2020-02-26,402.0,0.7126
57,2020-02-27,402.0,0.713
58,2020-02-28,403.0,0.7156
59,2020-02-29,401.0,0.7123
60,2020-03-01,402.0,0.7128
61,2020-03-02,400.0,0.7179
62,2020-03-03,402.0,0.7135
63,2020-03-04,402.0,0.7097
64,2020-03-05,404.0,0.7123
65,2020-03-06,401.0,0.7139
66,2020-03-07,401.0,0.7124
67,2020-03-08,400.0,0.7119
68,2020-03-09,,
69,2020-03-10,,
70,2020-03-11,,
71,2020-03-12,400.0,0.7186
72,2020-03-13,402.0,0.7208
73,2020-03-14,405.0,0.7172
74,2020-03-15,402.0,0.7151
75,2020-03-16,403.0,0.7185
76,2020-03-17,406.0,0.7216
77,2020-03-18,405.0,0.72
78,2020-03-19,404.0,0.7175
79,2020-03-20,408.0,0.7206
80,2020-03-21,408.0,0.7201
81,2020-03-22,406.0,0.7201
82,2020-03-23,405.0,0.7234
83,2020-03-24,409.0,0.7251
84,2020-03-25,410.0,0.7251
85,2020-03-26,407.0,0.7229
86,2020-03-27,407.0,0.7218
87,2020-03-28,406.0,0.7248
88,2020-03-29,406.0,0.7264
89,2020-03-30,409.0,0.7237
