,Date,counts,speed
0,2020-01-01,386.0,0.4963
1,2020-01-02,386.0,0.4871
2,2020-01-03,398.0,0.491
3,2020-01-04,385.0,0.4979
4,2020-01-05,393.0,0.4914
5,2020-01-06,396.0,0.4902
6,2020-01-07,390.0,0.4982
7,2020-01-08,391.0,0.4988
8,2020-01-09,395.0,0.493
9,2020-01-10,393.0,0.4959
10,2020-01-11,390.0,0.4998
11,2020-01-12,394.0,0.4982
12,2020-01-13,391.0,0.4951
13,2020-01-14,392.0,0.4985
14,2020-01-15,391.0,0.4993
15,2020-01-16,389.0,0.4956
16,2020-01-17,394.0,0.4985
17,2020-01-18,388.0,0.5019
18,2020-01-19,392.0,0.5005
19,2020-01-20,393.0,0.4987
20,2020-01-21,387.0,0.4994
21,2020-01-22,394.0,0.5034
22,2020-01-23,390.0,0.5003
23,2020-01-24,387.0,0.4987
24,2020-01-25,395.0,0.5025
25,2020-01-26,393.0,0.5011
26,2020-01-27,394.0,0.502
27,2020-01-28,,
28,2020-01-29,,
29,2020-01-30,397.0,0.5029
30,2020-01-31,396.0,0.504
31,2020-02-01,398.0,0.5075
32,2020-02-02,400.0,0.5033
33,2020-02-03,397.0,0.5015
34,2020-02-04,402.0,0.5042
35,2020-02-05,399.0,0.5034
36,2020-02-06,396.0,0.5028
37,2020-02-07,399.0,0.5036
38,2020-02-08,397.0,0.5057
39,2020-02-09,395.0,0.5053
40,2020-02-10,396.0,0.504
41,2020-02-11,398.0,0.5058
42,2020-02-12,398.0,0.504
43,2020-02-13,395.0,0.5035
44,2020-02-14,395.0,0.506
45,2020-02-15,396.0,0.5084
46,2020-02-16,397.0,0.5057
47,2020-02-17,397.0,0.5041
48,2020-02-18,399.0,0.5046
49,2020-02-19,395.0,0.5065
50,2020-02-20,400.0,0.5044
51,2020-02-21,396.0,0.5069
52,2020-02-22,394.0,0.5084
53,2020-02-23,402.0,0.504
54,2020-02-24,394.0,0.5037
55,2020-02-25,395.0,0.5069
56,2020-02-26,401.0,0.5048
57,2020-02-27,398.0,0.5054
58,2020-02-28,400.0,0.5096
59,2020-02-29,401.0,0.5075
60,2020-03-01,397.0,0.5064
61,2020-03-02,399.0,0.5073
62,2020-03-03,,
63,2020-03-04,,
64,2020-03-05,400.0,0.5069
65,2020-03-06,404.0,0.5101
66,2020-03-07,403.0,0.5113
67,2020-03-08,401.0,0.5106
68,2020-03-09,404.0,0.513
69,2020-03-10,403.0,0.5135
70,2020-03-11,404.0,0.5126
71,2020-03-12,,
72,2020-03-13,,
73,2020-03-14,,
74,2020-03-15,404.0,0.5171
75,2020-03-16,406.0,0.5144
76,2020-03-17,402.0,0.5132
77,2020-03-18,404.0,0.5176
78,2020-03-19,402.0,0.5167
79,2020-03-20,405.0,0.516
80,2020-03-21,407.0,0.5179
81,2020-03-22,407.0,0.5156
82,2020-03-23,409.0,0.5152
83,2020-03-24,405.0,0.515
84,2020-03-25,411.0,0.5184
85,2020-03-26,412.0,0.5172
86,2020-03-27,411.0,0.5133
87,2020-03-28,411.0,0.5147
88,2020-03-29,410.0,0.5159
89,2020-03-30,408.0,0.5124
90,2020-03-31,413.0,0.516
91,2020-04-01,413.0,0.518
92,2020-04-02,413.0,0.5177
93,2020-04-03,417.0,0.5154
94,2020-04-04,415.0,0.5185
95,2020-04-05,412.0,0.5219
96,2020-04-06,419.0,0.5214
97,2020-04-07,418.0,0.5222
98,2020-04-08,416.0,0.5232
99,2020-04-09,422.0,0.5232
100,2020-04-10,416.0,0.5255
101,2020-04-11,416.0,0.5256
102,2020-04-12,420.0,0.5219
103,2020-04-13,416.0,0.5213
104,2020-04-14,421.0,0.5231
105,2020-04-15,421.0,0.5248
106,2020-04-16,418.0,0.5259
107,2020-04-17,418.0,0.5273
108,2020-04-18,417.0,0.525
109,2020-04-19,418.0,0.5249
110,2020-04-20,419.0,0.5286
