,Date,counts,speed
0,2020-01-01,384.0,1.292
1,2020-01-02,388.0,1.2902
2,2020-01-03,390.0,1.2903
3,2020-01-04,388.0,1.2925
4,2020-01-05,386.0,1.2906
5,2020-01-06,392.0,1.2908
6,2020-01-07,387.0,1.295
7,2020-01-08,389.0,1.2932
8,2020-01-09,393.0,1.292
9,2020-01-10,391.0,1.2967
10,2020-01-11,390.0,1.2987
11,2020-01-12,393.0,1.2926
12,2020-01-13,391.0,1.2966
13,2020-01-14,390.0,1.3023
14,2020-01-15,391.0,1.2952
15,2020-01-16,391.0,1.295
16,2020-01-17,390.0,1.299
17,2020-01-18,391.0,1.2955
18,2020-01-19,388.0,1.2931
19,2020-01-20,392.0,1.2985
20,2020-01-21,389.0,1.296
21,2020-01-22,387.0,1.2952
22,2020-01-23,394.0,1.3003
23,2020-01-24,386.0,1.3018
24,2020-01-25,388.0,1.2976
25,2020-01-26,390.0,1.2972
26,2020-01-27,386.0,1.2983
27,2020-01-28,389.0,1.2991
28,2020-01-29,388.0,1.301
29,2020-01-30,388.0,1.2987
30,2020-01-31,388.0,1.3003
31,2020-02-01,388.0,1.3003
32,2020-02-02,391.0,1.2992
33,2020-02-03,391.0,1.2986
34,2020-02-04,390.0,1.3006
35,2020-02-05,389.0,1.3012
36,2020-02-06,388.0,1.2976
37,2020-02-07,391.0,1.2966
38,2020-02-08,392.0,1.3015
39,2020-02-09,387.0,1.3022
40,2020-02-10,394.0,1.3005
41,2020-02-11,392.0,1.3037
42,2020-02-12,393.0,1.3056
43,2020-02-13,395.0,1.3016
44,2020-02-14,393.0,1.3009
45,2020-02-15,397.0,1.303
46,2020-02-16,394.0,1.3006
47,2020-02-17,,
48,2020-02-18,,
49,2020-02-19,,
50,2020-02-20,401.0,1.3016
51,2020-02-21,402.0,1.302
52,2020-02-22,398.0,1.3066
53,2020-02-23,402.0,1.3075
54,2020-02-24,402.0,1.3069
55,2020-02-25,401.0,1.3075
56,2020-02-26,399.0,1.3107
57,2020-02-27,401.0,1.31
58,2020-02-28,404.0,1.311
59,2020-02-29,404.0,1.3131
60,2020-03-01,400.0,1.3106
61,2020-03-02,403.0,1.3111
62,2020-03-03,404.0,1.3126
63,2020-03-04,404.0,1.3106
64,2020-03-05,401.0,1.3094
65,2020-03-06,401.0,1.3103
66,2020-03-07,402.0,1.3088
67,2020-03-08,401.0,1.3088
68,2020-03-09,405.0,1.3088
69,2020-03-10,402.0,1.3118
70,2020-03-11,404.0,1.3086
71,2020-03-12,402.0,1.3068
72,2020-03-13,405.0,1.3078
73,2020-03-14,402.0,1.3097
74,2020-03-15,403.0,1.3102
75,2020-03-16,404.0,1.3117
76,2020-03-17,400.0,1.3128
77,2020-03-18,406.0,1.3143
78,2020-03-19,402.0,1.3119
79,2020-03-20,403.0,1.3128
80,2020-03-21,407.0,1.3161
81,2020-03-22,401.0,1.3152
82,2020-03-23,406.0,1.3152
83,2020-03-24,405.0,1.3178
84,2020-03-25,400.0,1.3148
85,2020-03-26,406.0,1.3162
86,2020-03-27,404.0,1.3197
87,2020-03-28,402.0,1.3163
88,2020-03-29,405.0,1.3182
89,2020-03-30,405.0,1.3208
90,2020-03-31,406.0,1.3174
91,2020-04-01,405.0,1.3169
92,2020-04-02,405.0,1.3175
93,2020-04-03,404.0,1.3166
94,2020-04-04,404.0,1.3175
95,2020-04-05,407.0,1.3158
96,2020-04-06,406.0,1.3159
97,2020-04-07,405.0,1.32
98,2020-04-08,409.0,1.3203
99,2020-04-09,408.0,1.3193
100,2020-04-10,404.0,1.3225
101,2020-04-11,410.0,1.3229
102,2020-04-12,410.0,1.3205
103,2020-04-13,405.0,1.3232
104,2020-04-14,413.0,1.3248
105,2020-04-15,406.0,1.3233
106,2020-04-16,405.0,1.3258
107,2020-04-17,410.0,1.3278
108,2020-04-18,404.0,1.3262
