,Date,counts,speed
0,2020-01-01,399.0,0.2142
1,2020-01-02,392.0,0.2174
2,2020-01-03,389.0,0.2147
3,2020-01-04,398.0,0.2125
4,2020-01-05,392.0,0.2173
5,2020-01-06,390.0,0.2159
6,2020-01-07,,
7,2020-01-08,,
8,2020-01-09,,
9,2020-01-10,394.0,0.2161
10,2020-01-11,393.0,0.2175
11,2020-01-12,394.0,0.2183
12,2020-01-13,392.0,0.219
13,2020-01-14,395.0,0.2192
14,2020-01-15,391.0,0.2166
15,2020-01-16,390.0,0.2195
16,2020-01-17,392.0,0.2202
17,2020-01-18,391.0,0.2189
18,2020-01-19,392.0,0.2179
19,2020-01-20,393.0,0.2212
20,2020-01-21,389.0,0.2216
21,2020-01-22,394.0,0.2171
22,2020-01-23,395.0,0.2196
23,2020-01-24,,
24,2020-01-25,,
25,2020-01-26,399.0,0.2216
26,2020-01-27,397.0,0.2206
27,2020-01-28,396.0,0.2232
28,2020-01-29,402.0,0.2249
29,2020-01-30,401.0,0.2214
30,2020-01-31,396.0,0.2216
31,2020-02-01,402.0,0.224
32,2020-02-02,399.0,0.2239
33,2020-02-03,398.0,0.2253
34,2020-02-04,403.0,0.2238
35,2020-02-05,401.0,0.2214
36,2020-02-06,397.0,0.2234
37,2020-02-07,400.0,0.2263
38,2020-02-08,403.0,0.2247
39,2020-02-09,396.0,0.2233
40,2020-02-10,401.0,0.228
41,2020-02-11,402.0,0.2291
42,2020-02-12,398.0,0.2274
43,2020-02-13,405.0,0.2253
44,2020-02-14,399.0,0.2303
45,2020-02-15,404.0,0.2298
46,2020-02-16,401.0,0.2245
47,2020-02-17,403.0,0.229
48,2020-02-18,404.0,0.2319
49,2020-02-19,399.0,0.2276
50,2020-02-20,406.0,0.2293
51,2020-02-21,403.0,0.2296
52,2020-02-22,401.0,0.2303
53,2020-02-23,406.0,0.2288
54,2020-02-24,405.0,0.2299
55,2020-02-25,402.0,0.2315
56,2020-02-26,407.0,0.2291
57,2020-02-27,402.0,0.2289
58,2020-02-28,405.0,0.2297
59,2020-02-29,403.0,0.2315
60,2020-03-01,404.0,0.2282
61,2020-03-02,405.0,0.2313
62,2020-03-03,404.0,0.2344
63,2020-03-04,402.0,0.234
64,2020-03-05,402.0,0.232
65,2020-03-06,405.0,0.2351
66,2020-03-07,404.0,0.2333
67,2020-03-08,402.0,0.2328
68,2020-03-09,404.0,0.2373
69,2020-03-10,403.0,0.2388
70,2020-03-11,406.0,0.233
71,2020-03-12,402.0,0.2343
72,2020-03-13,404.0,0.2378
73,2020-03-14,402.0,0.2335
74,2020-03-15,406.0,0.2358
75,2020-03-16,404.0,0.2399
76,2020-03-17,402.0,0.2396
77,2020-03-18,406.0,0.2358
78,2020-03-19,406.0,0.2365
79,2020-03-20,406.0,0.2399
80,2020-03-21,404.0,0.239
81,2020-03-22,403.0,0.238
82,2020-03-23,405.0,0.239
83,2020-03-24,407.0,0.2413
84,2020-03-25,407.0,0.2427
85,2020-03-26,409.0,0.2425
86,2020-03-27,405.0,0.2446
87,2020-03-28,407.0,0.2439
88,2020-03-29,409.0,0.2447
89,2020-03-30,405.0,0.2439
90,2020-03-31,407.0,0.2447
91,2020-04-01,408.0,0.2459
92,2020-04-02,409.0,0.2479
93,2020-04-03,410.0,0.2473
94,2020-04-04,406.0,0.2451
95,2020-04-05,409.0,0.2454
96,2020-04-06,412.0,0.2458
97,2020-04-07,407.0,0.2484
98,2020-04-08,407.0,0.2461
99,2020-04-09,411.0,0.2472
100,2020-04-10,410.0,0.2474
101,2020-04-11,410.0,0.2466
102,2020-04-12,414.0,0.2478
103,2020-04-13,411.0,0.2479
104,2020-04-14,411.0,0.245
105,2020-04-15,413.0,0.2441
106,2020-04-16,415.0,0.2495
107,2020-04-17,411.0,0.248
108,2020-04-18,414.0,0.2448
109,2020-04-19,414.0,0.2501
110,2020-04-20,411.0,0.2532
111,2020-04-21,414.0,0.2512
112,2020-04-22,413.0,0.2508
113,2020-04-23,415.0,0.2544
114,2020-04-24,413.0,0.2522
115,2020-04-25,411.0,0.2526
116,2020-04-26,416.0,0.256
117,2020-04-27,412.0,0.2524
118,2020-04-28,410.0,0.2505
119,2020-04-29,412.0,0.2518
120,2020-04-30,415.0,0.2536
121,2020-05-01,409.0,0.251
122,2020-05-02,411.0,0.2508
123,2020-05-03,411.0,0.2547
124,2020-05-04,407.0,0.2553
125,2020-05-05,414.0,0.2523
126,2020-05-06,408.0,0.2561
127,2020-05-07,411.0,0.2557
128,2020-05-08,414.0,0.2532
129,2020-05-09,412.0,0.2555
130,2020-05-10,410.0,0.2563
131,2020-05-11,411.0,0.2574
132,2020-05-12,409.0,0.2564
133,2020-05-13,409.0,0.254
134,2020-05-14,411.0,0.2557
135,2020-05-15,411.0,0.2567
136,2020-05-16,413.0,0.2551
137,2020-05-17,414.0,0.258
138,2020-05-18,412.0,0.256
139,2020-05-19,412.0,0.2568
140,2020-05-20,416.0,0.2609
141,2020-05-21,410.0,0.2577
142,2020-05-22,417.0,0.2551
143,2020-05-23,418.0,0.2594
144,2020-05-24,411.0,0.2605
145,2020-05-25,416.0,0.257
146,2020-05-26,418.0,0.2566
147,2020-05-27,416.0,0.2592
148,2020-05-28,419.0,0.2574
149,2020-05-29,421.0,0.2543
150,2020-05-30,421.0,0.2588
151,2020-05-31,422.0,0.2622
152,2020-06-01,424.0,0.2577
153,2020-06-02,420.0,0.2561
154,2020-06-03,425.0,0.2579
155,2020-06-04,421.0,0.2563
156,2020-06-05,422.0,0.2547
157,2020-06-06,423.0,0.2575
158,2020-06-07,425.0,0.2595
159,2020-06-08,425.0,0.2547
160,2020-06-09,422.0,0.2572
161,2020-06-10,427.0,0.2626
162,2020-06-11,424.0,0.2587
163,2020-06-12,426.0,0.2555
164,2020-06-13,430.0,0.2595
165,2020-06-14,429.0,0.2581
166,2020-06-15,431.0,0.2589
167,2020-06-16,428.0,0.2596
168,2020-06-17,430.0,0.2588
169,2020-06-18,434.0,0.2606
170,2020-06-19,430.0,0.2624
171,2020-06-20,435.0,0.2604
172,2020-06-21,436.0,0.2629
173,2020-06-22,432.0,0.2633
174,2020-06-23,433.0,0.2604
175,2020-06-24,434.0,0.2623
176,2020-06-25,435.0,0.2656
177,2020-06-26,434.0,0.261
178,2020-06-27,436.0,0.2605
179,2020-06-28,435.0,0.2619
180,2020-06-29,435.0,0.2647
181,2020-06-30,439.0,0.2646
182,2020-07-01,439.0,0.2627
183,2020-07-02,440.0,0.2645
184,2020-07-03,440.0,0.2681
185,2020-07-04,437.0,0.2684
186,2020-07-05,441.0,0.2658
187,2020-07-06,443.0,0.2686
188,2020-07-07,438.0,0.2673
189,2020-07-08,443.0,0.2669
190,2020-07-09,444.0,0.267
191,2020-07-10,,
192,2020-07-11,,
193,2020-07-12,,
194,2020-07-13,442.0,0.2712
195,2020-07-14,446.0,0.2681
196,2020-07-15,444.0,0.2687
197,2020-07-16,443.0,0.2706
198,2020-07-17,444.0,0.2714
199,2020-07-18,444.0,0.2687
200,2020-07-19,441.0,0.2702
201,2020-07-20,446.0,0.2705
202,2020-07-21,444.0,0.2673
203,2020-07-22,446.0,0.2704
204,2020-07-23,445.0,0.2744
205,2020-07-24,447.0,0.2696
206,2020-07-25,445.0,0.2677
207,2020-07-26,448.0,0.2748
208,2020-07-27,445.0,0.2763
209,2020-07-28,446.0,0.2697
210,2020-07-29,448.0,0.2733
211,2020-07-30,446.0,0.2765
212,2020-07-31,450.0,0.2737
213,2020-08-01,446.0,0.2736
214,2020-08-02,449.0,0.2746
215,2020-08-03,452.0,0.2723
216,2020-08-04,448.0,0.2725
217,2020-08-05,452.0,0.277
218,2020-08-06,454.0,0.2781
219,2020-08-07,450.0,0.2765
220,2020-08-08,452.0,0.2784
221,2020-08-09,452.0,0.2818
222,2020-08-10,450.0,0.2791
223,2020-08-11,453.0,0.2788
224,2020-08-12,455.0,0.2818
225,2020-08-13,454.0,0.2828
226,2020-08-14,451.0,0.2783
227,2020-08-15,454.0,0.2824
228,2020-08-16,456.0,0.2819
229,2020-08-17,452.0,0.2802
230,2020-08-18,457.0,0.2822
231,2020-08-19,454.0,0.2836
232,2020-08-20,453.0,0.2846
233,2020-08-21,454.0,0.2822
234,2020-08-22,456.0,0.2815
235,2020-08-23,,
236,2020-08-24,457.0,0.2806
237,2020-08-25,453.0,0.2797
238,2020-08-26,458.0,0.2824
239,2020-08-27,454.0,0.283
240,2020-08-28,458.0,0.2839
241,2020-08-29,456.0,0.2841
242,2020-08-30,453.0,0.2834
243,2020-08-31,455.0,0.2865
244,2020-09-01,455.0,0.2837
245,2020-09-02,451.0,0.2806
246,2020-09-03,458.0,0.2828
247,2020-09-04,453.0,0.2871
248,2020-09-05,452.0,0.2818
249,2020-09-06,453.0,0.2829
250,2020-09-07,453.0,0.2872
251,2020-09-08,452.0,0.2847
252,2020-09-09,455.0,0.2847
253,2020-09-10,455.0,0.2894
254,2020-09-11,455.0,0.2865
255,2020-09-12,458.0,0.2854
256,2020-09-13,454.0,0.2869
257,2020-09-14,456.0,0.2891
258,2020-09-15,456.0,0.2892
259,2020-09-16,458.0,0.2876
260,2020-09-17,456.0,0.2882
261,2020-09-18,458.0,0.2901
262,2020-09-19,458.0,0.2919
263,2020-09-20,459.0,0.2918
264,2020-09-21,459.0,0.2886
265,2020-09-22,461.0,0.292
266,2020-09-23,458.0,0.2949
267,2020-09-24,457.0,0.2934
268,2020-09-25,460.0,0.293
269,2020-09-26,456.0,0.2922
270,2020-09-27,461.0,0.2948
271,2020-09-28,460.0,0.2943
272,2020-09-29,456.0,0.2927
273,2020-09-30,458.0,0.2957
274,2020-10-01,457.0,0.2986
275,2020-10-02,456.0,0.2943
276,2020-10-03,458.0,0.296
277,2020-10-04,454.0,0.2963
278,2020-10-05,459.0,0.297
279,2020-10-06,460.0,0.2945
280,2020-10-07,454.0,0.298
281,2020-10-08,456.0,0.2963
282,2020-10-09,459.0,0.2935
283,2020-10-10,455.0,0.2978
284,2020-10-11,459.0,0.299
285,2020-10-12,457.0,0.2945
286,2020-10-13,458.0,0.2985
287,2020-10-14,,
288,2020-10-15,461.0,0.2984
289,2020-10-16,460.0,0.2996
290,2020-10-17,460.0,0.2988
291,2020-10-18,458.0,0.2993
292,2020-10-19,459.0,0.3027
293,2020-10-20,459.0,0.301
294,2020-10-21,462.0,0.2973
295,2020-10-22,460.0,0.298
296,2020-10-23,463.0,0.3003
297,2020-10-24,459.0,0.2969
298,2020-10-25,458.0,0.2996
299,2020-10-26,465.0,0.2989
300,2020-10-27,459.0,0.2973
301,2020-10-28,463.0,0.2974
302,2020-10-29,467.0,0.2965
303,2020-10-30,462.0,0.2998
304,2020-10-31,468.0,0.3001
305,2020-11-01,469.0,0.2967
306,2020-11-02,462.0,0.2968
307,2020-11-03,465.0,0.2981
308,2020-11-04,470.0,0.3005
309,2020-11-05,464.0,0.2996
310,2020-11-06,465.0,0.2963
311,2020-11-07,,
312,2020-11-08,,
313,2020-11-09,,
314,2020-11-10,,
315,2020-11-11,461.0,0.3
316,2020-11-12,460.0,0.298
317,2020-11-13,463.0,0.3024
318,2020-11-14,458.0,0.302
319,2020-11-15,463.0,0.2971
320,2020-11-16,464.0,0.2973
321,2020-11-17,462.0,0.3006
322,2020-11-18,465.0,0.3011
323,2020-11-19,461.0,0.3006
324,2020-11-20,460.0,0.3034
325,2020-11-21,463.0,0.3026
326,2020-11-22,460.0,0.299
327,2020-11-23,464.0,0.302
328,2020-11-24,466.0,0.3033
329,2020-11-25,465.0,0.3037
330,2020-11-26,466.0,0.3026
331,2020-11-27,464.0,0.3058
332,2020-11-28,467.0,0.3063
333,2020-11-29,464.0,0.3049
334,2020-11-30,466.0,0.3031
335,2020-12-01,470.0,0.3028
336,2020-12-02,465.0,0.3022
337,2020-12-03,471.0,0.3046
338,2020-12-04,470.0,0.3031
339,2020-12-05,471.0,0.301
340,2020-12-06,473.0,0.3019
341,2020-12-07,468.0,0.301
342,2020-12-08,470.0,0.2997
343,2020-12-09,474.0,0.3008
344,2020-12-10,469.0,0.2993
345,2020-12-11,473.0,0.2971
346,2020-12-12,471.0,0.297
347,2020-12-13,473.0,0.2986
348,2020-12-14,474.0,0.297
349,2020-12-15,469.0,0.2965
350,2020-12-16,470.0,0.3008
